url,api,get,post,put,patch,delete
/v1/ldap/groups,pro,False,N/A,N/A,N/A,N/A
/v1/ldap/ldap-servers,pro,False,N/A,N/A,N/A,N/A
/v1/ldap/servers,pro,False,N/A,N/A,N/A,N/A
/v1/local-admin-password/settings,pro,False,N/A,False,N/A,N/A
/v1/local-admin-password/{clientManagementId}/account/{username}/audit,pro,False,N/A,N/A,N/A,N/A
/v1/local-admin-password/{clientManagementId}/account/{username}/password,pro,False,N/A,N/A,N/A,N/A
/v1/local-admin-password/{clientManagementId}/accounts,pro,False,N/A,N/A,N/A,N/A
/v1/local-admin-password/{clientManagementId}/set-password,pro,N/A,N/A,False,N/A,N/A
/v1/locales,pro,False,N/A,N/A,N/A,N/A
/v1/macos-managed-software-updates/available-updates,pro,False,N/A,N/A,N/A,N/A
/v1/macos-managed-software-updates/send-updates,pro,N/A,False,N/A,N/A,N/A
/v1/managed-software-updates/available-updates,pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/plans,pro,False,False,N/A,N/A,N/A
/v1/managed-software-updates/plans/feature-toggle,pro,False,N/A,False,N/A,N/A
/v1/managed-software-updates/plans/group,pro,N/A,False,N/A,N/A,N/A
/v1/managed-software-updates/plans/group/{id},pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/plans/{id},pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/update-statuses,pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/update-statuses/computer-groups/{id},pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/update-statuses/computers/{id},pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/update-statuses/mobile-device-groups/{id},pro,False,N/A,N/A,N/A,N/A
/v1/managed-software-updates/update-statuses/mobile-devices/{id},pro,False,N/A,N/A,N/A,N/A
/v1/mdm/commands,pro,False,N/A,N/A,N/A,N/A
/v1/mdm/renew-profile,pro,N/A,False,N/A,N/A,N/A
/v1/mobile-device-apps/reinstall-app-config,pro,N/A,False,N/A,N/A,N/A
/v1/mobile-device-enrollment-profile/{id}/download-profile,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-groups,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-groups/static-group-membership/{id},pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-groups/static-groups,pro,False,False,N/A,N/A,N/A
/v1/mobile-device-groups/static-groups/{id},pro,False,N/A,N/A,False,False
/v1/mobile-device-prestages,pro,False,False,N/A,N/A,N/A
/v1/mobile-device-prestages/scope,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-prestages/sync,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-prestages/sync/{id},pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-prestages/sync/{id}/latest,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-device-prestages/{id},pro,False,N/A,False,N/A,False
/v1/mobile-device-prestages/{id}/attachments,pro,False,False,N/A,N/A,False
/v1/mobile-device-prestages/{id}/history,pro,False,False,N/A,N/A,N/A
/v1/mobile-device-prestages/{id}/scope,pro,False,False,False,N/A,False
/v1/mobile-devices,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-devices/{id},pro,False,N/A,N/A,False,N/A
/v1/mobile-devices/{id}/detail,pro,False,N/A,N/A,N/A,N/A
/v1/mobile-devices/{id}/recalculate-smart-groups,pro,N/A,False,N/A,N/A,N/A
/v1/notifications,pro,False,N/A,N/A,N/A,N/A
/v1/notifications/{type}/{id},pro,N/A,N/A,N/A,N/A,False
/v1/parent-app,pro,False,N/A,False,N/A,N/A
/v1/parent-app/history,pro,False,False,N/A,N/A,N/A
/v1/pki/certificate-authority/active,pro,False,N/A,N/A,N/A,N/A
/v1/pki/certificate-authority/active/der,pro,False,N/A,N/A,N/A,N/A
/v1/pki/certificate-authority/active/pem,pro,False,N/A,N/A,N/A,N/A
/v1/pki/certificate-authority/{id},pro,False,N/A,N/A,N/A,N/A
/v1/pki/certificate-authority/{id}/der,pro,False,N/A,N/A,N/A,N/A
/v1/pki/certificate-authority/{id}/pem,pro,False,N/A,N/A,N/A,N/A
/v1/pki/venafi,pro,N/A,False,N/A,N/A,N/A
/v1/pki/venafi/{id},pro,False,N/A,N/A,False,False
/v1/pki/venafi/{id}/connection-status,pro,False,N/A,N/A,N/A,N/A
/v1/pki/venafi/{id}/dependent-profiles,pro,False,N/A,N/A,N/A,N/A
/v1/pki/venafi/{id}/history,pro,False,False,N/A,N/A,N/A
/v1/pki/venafi/{id}/jamf-public-key,pro,False,N/A,N/A,N/A,N/A
/v1/pki/venafi/{id}/jamf-public-key/regenerate,pro,N/A,False,N/A,N/A,N/A
/v1/pki/venafi/{id}/proxy-trust-store,pro,False,False,N/A,N/A,False
/v1/policy-properties,pro,False,N/A,False,N/A,N/A
/v1/reenrollment,pro,False,N/A,False,N/A,N/A
/v1/reenrollment/history,pro,False,False,N/A,N/A,N/A
/v1/reenrollment/history/export,pro,N/A,False,N/A,N/A,N/A
/v1/scheduler/jobs,pro,False,N/A,N/A,N/A,N/A
/v1/scheduler/jobs/{jobKey}/triggers,pro,False,N/A,N/A,N/A,N/A
